HeldoutSubjectId	HeldoutSubjectIdx	Method	TaxonIdx	TimePoint	Truth	Pred
2	0	gLV-RA (elastic net)	0.0	0.0	0.00040360554284945513	0.00040358637272625155
2	0	gLV-RA (elastic net)	0.0	1.0	0.0008001800405091146	0.0005220510317844347
2	0	gLV-RA (elastic net)	0.0	2.0	0.0036624801243456662	0.0006443573404236253
2	0	gLV-RA (elastic net)	0.0	3.0	0.005580455224536427	0.0007740789159402804
2	0	gLV-RA (elastic net)	0.0	4.0	0.0062679719556718696	0.0009133456781338559
2	0	gLV-RA (elastic net)	0.0	5.0	0.007712027344584491	0.0010637789966148872
2	0	gLV-RA (elastic net)	0.0	6.0	0.015319197674918033	0.0012268030308631545
2	0	gLV-RA (elastic net)	0.0	7.0	0.017587482564133665	0.0014037644379900165
2	0	gLV-RA (elastic net)	0.0	8.0	0.022744597128082574	0.0015959791167446653
2	0	gLV-RA (elastic net)	0.0	9.0	0.020915881779798636	0.00203134786055181
2	0	gLV-RA (elastic net)	0.0	10.0	0.021495016029290683	0.0025430067121663996
2	0	gLV-RA (elastic net)	0.0	11.0	0.036146503175300555	0.003140229019548436
2	0	gLV-RA (elastic net)	0.0	12.0	0.051023950017355095	0.003830608448684449
2	0	gLV-RA (elastic net)	0.0	13.0	0.0654096273612497	0.0046188251914368
2	0	gLV-RA (elastic net)	0.0	14.0	0.074123841386497	0.005504956375785401
2	0	gLV-RA (elastic net)	0.0	15.0	0.039491722806138246	0.008631982763744635
2	0	gLV-RA (elastic net)	0.0	16.0	0.042069385270846006	0.010770727514724344
2	0	gLV-RA (elastic net)	0.0	17.0	0.05150798696654215	0.01237599607619957
2	0	gLV-RA (elastic net)	0.0	18.0	0.0664087011085547	0.012679602342613066
2	0	gLV-RA (elastic net)	0.0	19.0	0.07305074465934364	0.01245817795146499
2	0	gLV-RA (elastic net)	0.0	20.0	0.0213942686191151	0.013924135039545104
2	0	gLV-RA (elastic net)	0.0	21.0	0.01262883448079195	0.01454153434254436
2	0	gLV-RA (elastic net)	0.0	22.0	0.006147128946083361	0.01436629029960714
2	0	gLV-RA (elastic net)	0.0	23.0	0.008131360822578954	0.013626968326517368
2	0	gLV-RA (elastic net)	0.0	24.0	0.007366181044360779	0.012573409170037884
2	0	gLV-RA (elastic net)	0.0	25.0	0.009548158196806844	0.01018956134193823
2	0	gLV-RA (elastic net)	0.0	26.0	0.0077739414094770065	0.0039373275110802216
2	0	gLV-RA (elastic net)	0.0	27.0	0.005030542579949694	0.0031193257581014814
2	0	gLV-RA (elastic net)	0.0	28.0	0.05779395959906126	0.003437937208166999
2	0	gLV-RA (elastic net)	0.0	29.0	0.059158598701349194	0.003733244830431008
2	0	gLV-RA (elastic net)	0.0	30.0	0.10065557686304244	0.004011171136759703
2	0	gLV-RA (elastic net)	0.0	31.0	0.1071504080510804	0.004273941063431693
2	0	gLV-RA (elastic net)	0.0	32.0	0.09242947931764968	0.004521640057394908
2	0	gLV-RA (elastic net)	0.0	33.0	0.08643906297754525	0.004752913466417362
2	0	gLV-RA (elastic net)	0.0	34.0	0.033051196584397584	0.004965285284957734
2	0	gLV-RA (elastic net)	0.0	35.0	0.08094986394158298	0.005318495414886975
2	0	gLV-RA (elastic net)	0.0	36.0	0.10157909502625145	0.005582633985203904
2	0	gLV-RA (elastic net)	0.0	37.0	0.10218210013291981	0.005515500757405581
2	0	gLV-RA (elastic net)	0.0	38.0	0.11258962397069415	0.007146555998215814
2	0	gLV-RA (elastic net)	0.0	39.0	0.09216341903993235	0.008706574275550931
2	0	gLV-RA (elastic net)	0.0	40.0	0.24604354403736106	0.010157372940935674
2	0	gLV-RA (elastic net)	0.0	41.0	0.3203340495892958	0.01146904946279006
2	0	gLV-RA (elastic net)	0.0	42.0	0.19811742965625767	0.012610568016131772
2	0	gLV-RA (elastic net)	0.0	43.0	0.11340466098356522	0.014088464184705
2	0	gLV-RA (elastic net)	0.0	44.0	0.06264517742915342	0.0077741691340846315
2	0	gLV-RA (elastic net)	0.0	45.0	0.08143769901558826	0.007075852847972251
2	0	gLV-RA (elastic net)	0.0	46.0	0.13436192703881966	0.010516175058322834
2	0	gLV-RA (elastic net)	0.0	47.0	0.23127080477775605	0.013293951099304228
2	0	gLV-RA (elastic net)	0.0	48.0	0.25828436566804736	0.015728020173776492
2	0	gLV-RA (elastic net)	0.0	49.0	0.24636620721023597	0.017894982452365333
2	0	gLV-RA (elastic net)	0.0	50.0	0.3546592197539159	0.019801969808344432
2	0	gLV-RA (elastic net)	0.0	51.0	0.38141661939875204	0.021437476596801855
2	0	gLV-RA (elastic net)	0.0	52.0	0.37333200699171504	0.022791059486226794
2	0	gLV-RA (elastic net)	0.0	53.0	0.378989620356126	0.0246530576363239
2	0	gLV-RA (elastic net)	0.0	54.0	0.6446261544796752	0.024442757284481878
2	0	gLV-RA (elastic net)	0.0	55.0	0.6161097168152087	0.02370832978261034
2	0	gLV-RA (elastic net)	0.0	56.0	0.52967242539825	0.02336864262938881
2	0	gLV-RA (elastic net)	0.0	57.0	0.4125824693685203	0.021975264226077176
2	0	gLV-RA (elastic net)	0.0	58.0	0.5288051963070755	0.019933632250970036
2	0	gLV-RA (elastic net)	0.0	59.0	0.4755818786367415	0.017610130273168316
2	0	gLV-RA (elastic net)	0.0	60.0	0.24375077726650915	0.015262939993944957
2	0	gLV-RA (elastic net)	0.0	61.0	0.30124888250751775	0.01103140322793055
2	0	gLV-RA (elastic net)	0.0	62.0	0.15339755867470914	0.003525908344539307
2	0	gLV-RA (elastic net)	0.0	63.0	0.16828414605043354	0.002874817271440149
2	0	gLV-RA (elastic net)	0.0	64.0	0.14908734240807636	0.003064277903591948
2	0	gLV-RA (elastic net)	0.0	65.0	0.1911980312074563	0.0032317899577884324
2	0	gLV-RA (elastic net)	0.0	66.0	0.2473229158404061	0.00337389795156169
2	0	gLV-RA (elastic net)	0.0	67.0	0.3140313470242771	0.003488225802364301
2	0	gLV-RA (elastic net)	0.0	68.0	0.2599826752731439	0.003573841487305563
2	0	gLV-RA (elastic net)	0.0	69.0	0.1830951706270494	0.0036316943926606713
2	0	gLV-RA (elastic net)	0.0	70.0	0.2613599948727809	0.0036650520321578166
2	0	gLV-RA (elastic net)	0.0	71.0	0.3040654048605667	0.0036840647492828405
2	0	gLV-RA (elastic net)	0.0	72.0	0.23553042121684872	0.00370064058810286
2	0	gLV-RA (elastic net)	0.0	73.0	0.2766790624295695	0.0037835335414051438
2	0	gLV-RA (elastic net)	0.0	74.0	0.26018646965835407	0.0038595357460635446
2	0	gLV-RA (elastic net)	1.0	0.0	0.008744786761738194	0.008744371409068762
2	0	gLV-RA (elastic net)	1.0	1.0	0.012927908779475382	0.009110619569021747
2	0	gLV-RA (elastic net)	1.0	2.0	0.01329212298786915	0.00976177046600261
2	0	gLV-RA (elastic net)	1.0	3.0	0.1032164513577643	0.01060917171818748
2	0	gLV-RA (elastic net)	1.0	4.0	0.18151271364414723	0.011619844447750504
2	0	gLV-RA (elastic net)	1.0	5.0	0.1835718863490707	0.012781227456278384
2	0	gLV-RA (elastic net)	1.0	6.0	0.1660916002118917	0.014089657909566403
2	0	gLV-RA (elastic net)	1.0	7.0	0.24086764913983058	0.015545617903275048
2	0	gLV-RA (elastic net)	1.0	8.0	0.14746904550979625	0.017151374129467375
2	0	gLV-RA (elastic net)	1.0	9.0	0.10362671863159036	0.020822370018598293
2	0	gLV-RA (elastic net)	1.0	10.0	0.10496995602894031	0.02511288055863804
2	0	gLV-RA (elastic net)	1.0	11.0	0.0794823660981747	0.030002584691643786
2	0	gLV-RA (elastic net)	1.0	12.0	0.09502576562625158	0.03542296724989154
2	0	gLV-RA (elastic net)	1.0	13.0	0.14050510958951243	0.041243612647976616
2	0	gLV-RA (elastic net)	1.0	14.0	0.13300060330170568	0.04726381360319762
2	0	gLV-RA (elastic net)	1.0	15.0	0.14582012765894717	0.0635095409543445
2	0	gLV-RA (elastic net)	1.0	16.0	0.0711259890444309	0.06915655023885454
2	0	gLV-RA (elastic net)	1.0	17.0	0.11048637049988078	0.06782661367642834
